policy_id,roof_age,roof_vulnerability,dwelling_construction,water_loss_recency,prior_claims_5yr,coverage_a_amount,fire_station_distance,home_age,square_footage,iso_class,insurance_lapses,pet_ownership,swimming_pool,trampoline,wood_burning_stove,home_business,recent_renovations,monitored_alarm,fire_sprinklers,gated_community,wildfire_zone,canopy_density,flood_zone,foundation_type,slope_pct,burn_history,hail_zone,t3_slope_burn,t3_flood_foundation,t3_roof_age_wildfire,t3_trampoline_hail,t3_claims_wildfire,t3_firestation_slope,tier1_score,tier2_adjustment,tier3_multiplier,final_risk_score,decision,claim_frequency,claim_severity,expected_loss,expected_loss_formula
POL007366,9,asphalt,masonry,1,3,750000.0,0.5,22,2592,4,0,standard_pets,none,0,none,none,1,0,none,0,0,dense,0,stone_dirt,3.0,0,0,0,0,0,0,0,0,54.5,-3.0,1.0,51.5,Standard,0.314,29444.0,8761.9,9245.42
POL007367,9,slate,wood_frame,0,0,500000.0,18.6,115,6212,8,0,none,none,0,none,none,0,0,none,0,0,moderate,0,poured_concrete,1.7,0,0,0,0,0,0,0,0,43.0,0.0,1.0,43.0,Standard,0.183,64124.0,14256.55,11734.69
POL007368,37,asphalt,superior,0,1,250000.0,8.4,78,817,10,0,none,above_ground,0,none,none,0,1,none,0,0,moderate,0,concrete_slab,8.1,0,0,0,0,0,0,0,0,51.0,-2.0,1.0,49.0,Standard,0.242,32674.0,12462.73,7907.11
POL007369,26,asphalt,brick_veneer,0,1,500000.0,3.0,46,4104,8,1,none,above_ground,0,none,home_office,0,1,none,0,0,dense,0,poured_concrete,8.5,0,0,0,0,0,0,0,0,57.0,4.0,1.0,61.0,Rated,0.275,50788.0,5852.53,13966.7
POL007370,20,asphalt,brick_veneer,0,0,350000.0,12.6,106,6010,10,0,standard_pets,in_ground,0,wood_burning,none,0,0,partial,0,0,moderate,0,concrete_slab,1.8,0,0,0,0,0,0,0,0,58.0,9.0,1.0,67.0,Rated,0.262,72600.0,8314.45,19021.2
POL007371,7,tile,wood_frame,0,5,250000.0,13.4,53,3731,2,0,none,none,0,wood_burning,none,0,0,none,0,0,moderate,0,poured_concrete,9.5,0,0,0,0,0,0,0,0,50.5,4.0,1.0,54.5,Standard,0.443,57502.0,36071.26,25473.39
POL007372,0,metal,masonry,0,0,750000.0,3.8,89,5291,9,0,standard_pets,above_ground,0,none,none,0,0,partial,0,0,sparse,0,concrete_slab,13.7,0,0,0,0,0,0,0,0,25.0,2.0,1.0,27.0,Preferred,0.133,39102.0,8593.17,5200.57
POL007373,27,asphalt,brick_veneer,0,3,250000.0,1.3,15,5640,6,1,standard_pets,none,0,none,home_office,0,1,none,0,1,moderate,0,stone_dirt,3.0,0,0,0,0,1,0,1,0,58.5,4.0,1.0918,68.24,Rated,0.4278,56048.11,12783.65,23975.9
POL007374,38,asphalt,masonry,0,4,350000.0,3.3,9,3185,5,1,standard_pets,none,0,gas_fireplace,none,0,0,partial,0,0,moderate,1,concrete_slab,22.9,0,0,0,0,0,0,0,0,58.5,5.0,1.0,63.5,Rated,0.427,22810.0,8313.95,9739.87
POL007375,13,asphalt,superior,1,4,500000.0,2.0,35,6976,9,0,none,none,0,gas_fireplace,home_office,0,0,none,0,0,moderate,0,concrete_slab,20.5,0,1,0,0,0,0,0,0,58.0,2.0,1.0,60.0,Standard,0.435,39672.0,12951.02,17257.32
POL007376,20,asphalt,wood_frame,0,2,750000.0,3.0,27,4857,3,0,dangerous_breed,none,0,none,active_business,1,0,none,1,0,dense,0,concrete_slab,11.7,0,1,0,0,0,0,0,0,57.5,4.0,1.0,61.5,Rated,0.301,59174.0,23123.13,17811.37
POL007377,29,metal,wood_frame,1,0,250000.0,12.1,41,3398,5,2,none,above_ground,0,none,none,1,1,none,0,1,moderate,1,poured_concrete,4.7,0,0,0,0,1,0,0,0,59.5,1.0,1.06,64.13,Rated,0.3329,46463.68,12012.06,15466.83
POL007378,20,asphalt,masonry,1,0,500000.0,1.7,89,6305,5,0,standard_pets,none,0,none,none,0,0,full,0,0,sparse,0,poured_concrete,8.2,0,0,0,0,0,0,0,0,61.5,-4.0,1.0,57.5,Standard,0.211,36630.0,11299.47,7728.93
POL007379,8,metal,masonry,0,1,150000.0,9.1,94,4673,8,0,standard_pets,in_ground,0,none,none,0,1,none,0,0,dense,0,poured_concrete,9.1,0,0,0,0,0,0,0,0,28.0,4.0,1.0,32.0,Standard,0.184,48566.0,8006.06,8936.14
POL007380,16,tile,brick_veneer,0,0,750000.0,13.7,81,6965,9,0,standard_pets,none,1,gas_fireplace,home_office,1,1,none,1,0,dense,0,block,0.5,0,0,0,0,0,0,0,0,46.0,-3.0,1.0,43.0,Standard,0.158,52810.0,5142.0,8343.98
POL007381,4,metal,wood_frame,0,2,250000.0,8.2,16,1883,9,0,standard_pets,none,0,gas_fireplace,home_office,0,0,none,0,0,sparse,0,block,3.5,1,0,0,0,0,0,0,0,34.0,5.0,1.0,39.0,Standard,0.284,34646.0,5289.94,9839.46
POL007382,30,slate,brick_veneer,0,1,500000.0,3.7,47,958,5,0,standard_pets,none,0,none,none,0,0,none,0,0,moderate,0,concrete_slab,1.8,0,0,0,0,0,0,0,0,46.5,3.0,1.0,49.5,Standard,0.22,33376.0,25016.41,7342.72
POL007383,39,asphalt,wood_frame,0,0,500000.0,4.2,51,2873,2,1,standard_pets,in_ground,0,gas_fireplace,none,0,1,none,0,0,dense,0,poured_concrete,5.1,0,0,0,0,0,0,0,0,59.5,10.0,1.0,69.5,Rated,0.261,63226.0,48541.63,16501.99
POL007384,37,asphalt,wood_frame,0,0,150000.0,8.6,95,668,10,0,none,above_ground,0,none,none,0,1,none,0,0,dense,0,poured_concrete,12.8,1,0,0,0,0,0,0,0,62.0,-2.0,1.0,60.0,Standard,0.24,55236.0,14452.12,13256.64
POL007385,42,asphalt,wood_frame,1,0,250000.0,0.5,59,2625,6,3,none,none,0,gas_fireplace,none,1,0,none,0,1,dense,0,block,1.5,0,0,0,0,1,0,0,0,71.5,4.0,1.06,80.03,Decline,0.4298,53300.6,17035.28,22907.53
POL007386,18,asphalt,wood_frame,1,1,350000.0,6.7,38,608,4,0,standard_pets,none,0,gas_fireplace,none,0,0,none,1,1,sparse,1,poured_concrete,0.7,0,1,0,0,0,0,1,0,68.5,2.0,1.03,72.61,Rated,0.3477,49740.48,22402.4,17293.77
POL007387,35,asphalt,wood_frame,0,0,750000.0,3.8,119,880,9,0,standard_pets,none,0,none,home_office,0,0,none,0,1,moderate,0,concrete_slab,41.1,0,0,0,0,1,0,0,0,63.0,4.0,1.06,71.02,Rated,0.326,77797.4,32074.63,25365.06
POL007388,32,asphalt,superior,0,1,350000.0,2.5,50,2175,8,0,standard_pets,above_ground,0,none,none,1,1,none,0,0,moderate,0,concrete_slab,16.3,0,1,0,0,0,0,0,0,52.0,-5.0,1.0,47.0,Standard,0.213,26270.0,7805.58,5595.51
POL007389,12,metal,masonry,1,1,1000000.0,7.3,50,5914,6,0,none,none,0,none,none,1,0,full,0,0,sparse,0,concrete_slab,5.9,1,0,0,0,0,0,0,0,46.5,-13.0,1.0,33.5,Standard,0.154,19828.0,9062.67,3053.51
POL007390,13,asphalt,superior,0,0,150000.0,1.5,4,1392,2,2,none,above_ground,0,none,none,0,0,partial,0,0,moderate,0,poured_concrete,6.6,1,0,0,0,0,0,0,0,29.5,8.0,1.0,37.5,Standard,0.183,13004.0,812.79,2379.73
POL007391,32,slate,masonry,0,1,150000.0,11.3,105,906,3,2,none,none,0,none,none,0,1,none,0,0,sparse,0,concrete_slab,9.4,0,0,0,0,0,0,0,0,46.5,4.0,1.0,50.5,Standard,0.246,34212.0,11503.51,8416.15
POL007392,28,metal,wood_frame,1,1,1000000.0,5.8,118,4560,2,0,dangerous_breed,above_ground,0,wood_burning,none,0,0,none,0,1,dense,0,concrete_slab,2.7,1,1,0,0,1,0,1,0,67.5,15.0,1.0918,90.07,Decline,0.4967,101263.82,101769.14,50292.92
POL007393,42,metal,masonry,0,0,500000.0,4.7,92,745,6,1,standard_pets,none,0,none,none,0,0,none,0,0,dense,0,concrete_slab,8.1,0,1,0,0,0,0,0,0,37.5,8.0,1.0,45.5,Standard,0.217,32650.0,4474.92,7085.05
POL007394,35,asphalt,masonry,0,4,750000.0,3.7,63,4165,4,1,none,above_ground,0,none,none,0,1,none,0,0,dense,0,poured_concrete,13.4,0,0,0,0,0,0,0,0,59.5,3.0,1.0,62.5,Rated,0.39,47970.0,27731.84,18708.3
POL007395,43,asphalt,superior,1,0,1000000.0,1.2,35,1042,1,0,standard_pets,none,0,none,none,1,1,none,1,0,moderate,0,poured_concrete,5.3,0,1,0,0,0,0,0,0,60.5,-10.0,1.0,50.5,Standard,0.165,24184.0,5958.92,3990.36
POL007396,9,asphalt,brick_veneer,0,0,1500000.0,4.8,38,4526,9,0,standard_pets,none,1,gas_fireplace,home_office,0,0,none,0,0,moderate,0,block,6.5,1,1,0,0,0,1,0,0,44.0,10.0,1.03,55.62,Standard,0.229,62307.36,32481.04,14265.89
POL007397,30,asphalt,wood_frame,0,3,250000.0,6.5,113,908,6,0,none,above_ground,0,none,active_business,0,0,none,0,0,sparse,0,poured_concrete,3.2,1,0,0,0,0,0,0,0,70.5,7.0,1.0,77.5,Rated,0.45,70656.0,21098.61,31795.2
POL007398,5,asphalt,wood_frame,0,0,250000.0,0.5,10,5177,2,0,standard_pets,none,0,gas_fireplace,none,0,0,none,0,0,dense,0,poured_concrete,22.1,0,0,0,0,0,0,0,0,42.5,4.0,1.0,46.5,Standard,0.179,46074.0,5183.08,8247.25
POL007399,0,slate,wood_frame,0,0,250000.0,2.3,96,6127,3,0,standard_pets,none,0,none,none,1,0,none,0,0,moderate,0,poured_concrete,3.5,0,1,0,0,0,0,0,0,34.5,-3.0,1.0,31.5,Standard,0.117,52834.0,15690.85,6181.58
POL007400,6,asphalt,superior,0,1,750000.0,8.9,53,6292,8,0,standard_pets,above_ground,0,none,none,0,1,partial,0,0,sparse,1,poured_concrete,7.1,0,0,0,0,0,0,0,0,40.0,-3.0,1.0,37.0,Standard,0.183,38324.0,17352.84,7013.29
POL007401,26,asphalt,wood_frame,1,1,350000.0,5.0,3,6985,9,0,none,above_ground,0,none,home_office,0,1,none,0,0,sparse,0,block,4.9,0,0,0,0,0,0,0,0,78.0,-1.0,1.0,77.0,Rated,0.341,55010.0,14065.97,18758.41
POL007402,20,metal,masonry,0,0,500000.0,4.8,47,6288,9,3,none,none,0,none,none,1,0,none,0,1,dense,0,poured_concrete,0.3,0,0,0,0,0,0,0,0,33.0,3.0,1.0,36.0,Standard,0.207,30336.0,7083.9,6279.55
POL007403,27,asphalt,wood_frame,0,0,750000.0,1.3,54,4377,5,0,none,in_ground,0,none,none,0,1,none,0,0,sparse,0,concrete_slab,0.3,1,0,0,0,0,0,0,0,58.5,1.0,1.0,59.5,Standard,0.219,69474.0,15987.11,15214.81
POL007404,15,asphalt,brick_veneer,0,0,500000.0,5.0,32,6052,4,1,none,none,0,gas_fireplace,none,1,1,none,0,0,sparse,0,concrete_slab,28.8,1,0,1,0,0,0,0,0,48.5,-5.0,1.08,46.98,Standard,0.1121,49549.08,6473.21,5554.45
POL007405,22,slate,wood_frame,0,1,150000.0,7.7,0,5278,5,0,standard_pets,above_ground,0,none,none,0,0,none,0,0,moderate,0,concrete_slab,9.2,0,0,0,0,0,0,0,0,48.5,6.0,1.0,54.5,Standard,0.271,41556.0,5292.38,11261.68
POL007406,19,asphalt,wood_frame,1,1,350000.0,2.6,84,4640,1,0,standard_pets,none,1,none,active_business,1,1,none,0,0,moderate,0,stone_dirt,13.8,0,0,0,0,0,0,0,0,69.5,1.0,1.0,70.5,Rated,0.307,64600.0,7396.62,19832.2
POL007407,37,tile,wood_frame,0,1,150000.0,1.0,80,3018,3,0,none,none,1,none,none,0,0,none,0,0,moderate,1,poured_concrete,12.6,0,1,0,0,0,1,0,0,57.5,5.0,1.03,64.38,Rated,0.3042,56090.88,45081.79,17063.97
POL007408,24,asphalt,brick_veneer,0,1,350000.0,0.5,33,3321,9,2,standard_pets,none,1,none,none,1,0,none,0,0,moderate,0,concrete_slab,0.2,0,0,0,0,0,0,0,0,54.0,11.0,1.0,65.0,Rated,0.324,33082.0,7640.88,10718.57
POL007409,27,metal,wood_frame,0,0,250000.0,3.5,28,4749,8,0,standard_pets,none,0,none,none,0,1,full,0,1,sparse,0,poured_concrete,2.2,1,0,0,0,1,0,0,0,42.0,-9.0,1.06,34.98,Standard,0.1493,32494.84,6495.67,4852.78
POL007410,4,asphalt,masonry,0,0,150000.0,5.8,66,1176,4,2,dangerous_breed,none,0,none,none,0,0,full,0,0,sparse,0,block,10.0,0,1,0,0,0,0,0,0,33.5,10.0,1.0,43.5,Standard,0.203,19532.0,1979.66,3965.0
POL007411,20,asphalt,wood_frame,0,0,750000.0,0.9,112,1868,1,0,dangerous_breed,none,0,none,active_business,0,1,partial,0,0,sparse,0,block,13.6,0,1,0,0,0,0,0,0,56.5,3.0,1.0,59.5,Standard,0.201,67196.0,9771.66,13506.4
POL007412,17,tile,masonry,0,0,1000000.0,2.7,23,799,3,0,standard_pets,none,0,wood_burning,none,0,0,none,0,1,dense,0,stone_dirt,12.3,0,0,0,0,0,0,0,0,32.5,7.0,1.0,39.5,Standard,0.168,43538.0,8708.06,7314.38
POL007413,5,asphalt,wood_frame,1,1,1000000.0,4.2,97,6092,4,1,none,in_ground,0,none,none,1,0,none,0,0,sparse,0,concrete_slab,3.7,0,0,0,0,0,0,0,0,67.5,5.0,1.0,72.5,Rated,0.317,76644.0,14927.55,24296.15
POL007414,28,asphalt,brick_veneer,0,1,350000.0,0.8,65,2008,4,0,none,above_ground,0,gas_fireplace,none,1,0,none,0,0,moderate,0,stone_dirt,10.2,1,0,0,0,0,0,0,0,55.5,-2.0,1.0,53.5,Standard,0.229,40916.0,2761.79,9369.76
POL007415,18,asphalt,wood_frame,0,0,750000.0,1.6,94,3312,1,0,none,none,0,none,home_office,0,1,partial,0,0,dense,0,concrete_slab,4.8,0,0,0,0,0,0,0,0,52.5,-8.0,1.0,44.5,Standard,0.144,57844.0,2945.67,8329.54
POL007416,32,asphalt,masonry,1,3,500000.0,4.7,103,4424,6,0,standard_pets,in_ground,0,none,home_office,1,0,none,1,0,sparse,0,poured_concrete,20.0,1,0,1,0,0,0,0,0,75.5,2.0,1.08,83.7,Decline,0.5062,71379.76,30278.8,36133.86
POL007417,0,asphalt,wood_frame,0,0,750000.0,6.5,70,5940,9,0,standard_pets,in_ground,0,gas_fireplace,home_office,0,0,partial,0,0,sparse,0,block,7.6,1,1,0,0,0,0,0,0,49.0,7.0,1.0,56.0,Standard,0.248,71780.0,20720.0,17801.44
POL007418,44,tile,brick_veneer,0,0,750000.0,5.1,114,5259,8,0,none,none,0,none,none,0,0,full,0,0,moderate,0,block,3.2,0,0,0,0,0,0,0,0,55.0,-7.0,1.0,48.0,Standard,0.166,44538.0,9234.31,7393.31
POL007419,2,tile,superior,0,0,1500000.0,6.3,92,4520,2,1,none,none,1,none,none,0,0,none,0,0,dense,1,poured_concrete,0.9,0,0,0,0,0,0,0,0,32.5,10.0,1.0,42.5,Standard,0.196,50100.0,8405.04,9819.6
POL007420,41,tile,wood_frame,0,1,250000.0,4.4,60,3919,7,0,standard_pets,in_ground,0,none,none,1,0,none,0,0,moderate,0,block,8.0,0,0,0,0,0,0,0,0,56.5,3.0,1.0,59.5,Standard,0.265,55138.0,11142.09,14611.57
POL007421,20,asphalt,wood_frame,0,0,500000.0,9.0,116,5790,3,0,standard_pets,above_ground,0,none,active_business,0,0,full,0,0,dense,0,poured_concrete,9.2,0,1,0,0,0,0,0,0,60.5,3.0,1.0,63.5,Rated,0.231,70060.0,10732.71,16183.86
POL007422,34,asphalt,masonry,1,2,500000.0,8.8,114,5178,6,0,none,none,0,none,none,0,0,none,0,0,moderate,0,poured_concrete,19.4,0,1,0,0,0,0,0,0,74.5,0.0,1.0,74.5,Rated,0.387,53796.0,26510.96,20819.05
POL007423,40,slate,brick_veneer,1,0,350000.0,8.0,74,5351,2,0,standard_pets,above_ground,0,none,none,0,1,partial,0,0,sparse,1,concrete_slab,3.5,0,1,0,0,0,0,0,0,59.5,-3.0,1.0,56.5,Standard,0.192,44022.0,7416.99,8452.22
POL007424,39,metal,wood_frame,0,3,350000.0,4.3,42,3545,8,0,standard_pets,above_ground,0,gas_fireplace,none,0,0,none,0,0,sparse,0,concrete_slab,9.1,0,0,0,0,0,0,0,0,56.0,7.0,1.0,63.0,Rated,0.393,44150.0,44679.64,17350.95
POL007425,2,asphalt,wood_frame,0,0,250000.0,25.7,116,2353,4,1,dangerous_breed,above_ground,0,none,none,1,1,partial,0,0,dense,0,poured_concrete,0.2,0,0,0,0,0,0,0,0,51.5,1.0,1.0,52.5,Standard,0.182,49886.0,10583.36,9079.25
POL007426,24,asphalt,wood_frame,0,1,1000000.0,0.5,88,604,6,1,standard_pets,in_ground,0,wood_burning,home_office,0,0,full,0,0,moderate,0,block,0.9,0,0,0,0,0,0,0,0,61.5,12.0,1.0,73.5,Rated,0.367,68548.0,29498.76,25157.12
POL007427,44,asphalt,wood_frame,0,3,750000.0,1.1,82,2208,3,0,standard_pets,above_ground,0,gas_fireplace,none,0,1,none,1,0,sparse,0,poured_concrete,1.1,0,0,0,0,0,0,0,0,69.5,0.0,1.0,69.5,Rated,0.361,61176.0,13912.6,22084.54
POL007428,37,asphalt,wood_frame,0,0,500000.0,8.3,74,4166,1,2,none,none,0,gas_fireplace,home_office,0,1,partial,1,0,moderate,1,concrete_slab,3.9,0,0,0,0,0,0,0,0,62.5,0.0,1.0,62.5,Rated,0.243,54352.0,17612.53,13207.54
POL007429,44,tile,masonry,0,0,350000.0,8.8,44,1548,2,2,dangerous_breed,above_ground,0,none,active_business,0,1,partial,0,0,sparse,1,poured_concrete,15.4,1,0,1,0,0,0,0,0,44.5,15.0,1.08,64.26,Rated,0.3033,46159.92,12196.1,13998.46
POL007430,19,asphalt,wood_frame,1,0,250000.0,8.5,34,1618,10,1,none,none,0,wood_burning,none,0,1,partial,0,0,sparse,1,poured_concrete,1.7,0,0,0,0,0,0,0,0,64.0,0.0,1.0,64.0,Rated,0.279,47056.0,6162.01,13128.62
POL007431,43,tile,brick_veneer,0,4,750000.0,10.3,32,5959,8,0,standard_pets,none,1,gas_fireplace,none,1,0,partial,0,0,moderate,0,block,3.3,0,0,0,0,0,0,0,0,62.0,-1.0,1.0,61.0,Rated,0.397,32178.0,10806.06,12774.67
POL007432,44,asphalt,masonry,0,1,150000.0,2.7,68,6506,6,0,standard_pets,none,0,none,active_business,1,0,none,0,1,moderate,0,concrete_slab,14.3,0,0,0,0,1,0,1,0,54.5,1.0,1.0918,60.59,Rated,0.3166,64041.15,28207.81,20275.48
POL007433,33,asphalt,wood_frame,0,1,350000.0,13.4,98,5910,4,0,none,none,0,gas_fireplace,none,0,0,full,0,0,sparse,0,concrete_slab,11.3,0,1,0,0,0,0,0,0,72.5,-6.0,1.0,66.5,Rated,0.276,50760.0,4516.12,14009.76
POL007434,20,slate,brick_veneer,0,1,750000.0,1.2,66,5725,9,0,none,none,0,none,active_business,1,1,none,0,0,moderate,0,stone_dirt,13.1,0,1,0,0,0,0,0,0,44.0,-7.0,1.0,37.0,Standard,0.142,56130.0,11507.66,7970.46
POL007435,22,asphalt,masonry,0,0,500000.0,13.8,94,1942,7,0,none,none,0,none,none,0,0,none,0,0,sparse,0,block,21.6,0,0,0,0,0,0,0,1,50.5,0.0,1.03,52.02,Standard,0.2405,48074.88,14758.08,11559.6
POL007436,5,asphalt,wood_frame,0,0,500000.0,4.1,11,2546,1,0,standard_pets,none,0,gas_fireplace,none,0,0,none,0,1,dense,0,concrete_slab,6.3,0,0,0,0,0,0,0,0,42.5,4.0,1.0,46.5,Standard,0.186,44872.0,5065.37,8346.19
POL007437,12,metal,wood_frame,0,0,150000.0,0.9,67,2120,6,0,standard_pets,none,0,wood_burning,active_business,0,0,none,0,0,moderate,0,stone_dirt,3.5,1,0,0,0,0,0,0,0,31.5,11.0,1.0,42.5,Standard,0.212,62100.0,30163.26,13165.2
POL007438,22,metal,superior,0,0,350000.0,6.7,31,3597,4,1,standard_pets,none,0,wood_burning,home_office,0,0,full,1,0,moderate,0,poured_concrete,4.9,1,1,0,0,0,0,0,0,30.5,4.0,1.0,34.5,Standard,0.184,18574.0,3176.74,3417.62
POL007439,8,slate,superior,1,2,500000.0,1.8,113,2038,6,2,standard_pets,none,0,none,none,0,1,none,0,1,moderate,0,concrete_slab,25.0,0,1,0,0,0,0,1,0,40.5,7.0,1.03,48.93,Standard,0.3392,40862.88,10435.09,13860.69
POL007440,16,asphalt,wood_frame,0,1,150000.0,1.2,113,4631,8,0,none,none,0,gas_fireplace,none,0,1,none,0,0,dense,0,concrete_slab,2.9,0,1,0,0,0,0,0,0,57.0,-4.0,1.0,53.0,Standard,0.243,63202.0,24023.16,15358.09
POL007441,1,asphalt,wood_frame,1,5,350000.0,0.9,23,6636,9,0,none,none,0,wood_burning,none,1,0,none,0,0,sparse,0,concrete_slab,10.8,1,0,0,0,0,0,0,0,70.0,-2.0,1.0,68.0,Rated,0.492,56412.0,32255.91,27754.7
POL007442,18,metal,wood_frame,0,0,350000.0,0.5,50,1637,3,0,none,in_ground,0,none,active_business,0,0,none,1,0,moderate,0,poured_concrete,5.8,1,0,0,0,0,0,0,0,35.5,8.0,1.0,43.5,Standard,0.198,61774.0,21928.16,12231.25
POL007443,18,asphalt,wood_frame,0,0,350000.0,7.2,99,5927,2,0,none,none,1,none,none,1,0,none,0,0,sparse,0,concrete_slab,1.5,0,0,0,0,0,0,0,0,55.5,-1.0,1.0,54.5,Standard,0.204,58174.0,6261.65,11867.5
POL007444,6,metal,wood_frame,1,2,350000.0,3.3,65,601,10,0,standard_pets,none,0,gas_fireplace,home_office,0,0,none,0,0,moderate,0,concrete_slab,12.6,1,0,0,0,0,0,0,0,47.0,5.0,1.0,52.0,Standard,0.35,41902.0,7781.56,14665.7
POL007445,41,asphalt,brick_veneer,0,0,350000.0,19.3,68,5097,7,1,dangerous_breed,none,0,gas_fireplace,none,1,1,partial,0,0,moderate,0,block,10.1,0,0,0,0,0,0,0,0,60.5,-1.0,1.0,59.5,Standard,0.197,35934.0,9709.81,7079.0
POL007446,41,asphalt,masonry,1,0,350000.0,2.9,11,1129,7,0,none,in_ground,0,none,none,0,1,partial,0,0,sparse,0,concrete_slab,15.6,0,0,0,0,0,0,0,0,61.5,-3.0,1.0,58.5,Standard,0.217,29858.0,6440.88,6479.19
POL007447,19,metal,wood_frame,0,0,250000.0,9.3,24,5457,3,0,standard_pets,above_ground,0,none,none,0,1,full,0,1,moderate,0,poured_concrete,12.9,0,1,0,0,0,0,0,0,36.5,-6.0,1.0,30.5,Standard,0.102,32034.0,17018.9,3267.47
POL007448,8,asphalt,masonry,0,0,250000.0,17.2,104,2729,5,0,none,none,0,wood_burning,none,1,1,partial,0,1,moderate,0,block,14.3,0,0,0,0,0,0,0,0,39.5,-11.0,1.0,28.5,Preferred,0.112,42178.0,3730.54,4723.94
POL007449,16,asphalt,wood_frame,0,5,750000.0,0.5,23,5488,10,0,dangerous_breed,in_ground,0,none,none,0,0,full,0,0,sparse,0,block,3.1,0,0,0,0,0,0,0,0,63.0,7.0,1.0,70.0,Rated,0.477,51616.0,23867.66,24620.83
POL007450,26,asphalt,wood_frame,0,0,350000.0,0.6,88,4154,8,0,none,none,0,none,none,0,1,none,0,1,sparse,0,block,2.0,0,0,0,0,1,0,0,0,61.0,-5.0,1.06,59.36,Standard,0.2474,70974.64,44099.35,17557.71
POL007451,1,asphalt,brick_veneer,1,2,350000.0,2.1,43,1498,3,0,none,none,0,wood_burning,home_office,1,0,partial,0,0,sparse,0,concrete_slab,0.7,0,0,0,0,0,0,0,0,53.5,-5.0,1.0,48.5,Standard,0.28,36736.0,19989.02,10286.08
POL007452,35,asphalt,wood_frame,0,3,350000.0,10.2,44,2109,8,2,none,above_ground,0,none,none,0,0,none,0,1,moderate,0,concrete_slab,5.3,0,0,0,0,1,0,1,0,73.0,12.0,1.0918,92.8,Decline,0.6102,65807.47,34126.4,40158.48
POL007453,18,asphalt,wood_frame,0,0,250000.0,9.1,56,5264,3,0,none,none,0,gas_fireplace,none,0,0,none,0,0,sparse,0,concrete_slab,3.6,0,0,0,0,0,0,0,0,51.5,1.0,1.0,52.5,Standard,0.207,54108.0,12071.5,11200.36
POL007454,16,asphalt,masonry,0,1,250000.0,2.3,44,6179,4,2,none,in_ground,0,gas_fireplace,home_office,1,1,none,0,1,sparse,0,concrete_slab,7.6,1,1,0,0,0,0,1,0,44.5,6.0,1.03,52.02,Standard,0.2639,55164.24,4598.64,14560.05
POL007455,4,slate,wood_frame,0,0,350000.0,1.1,17,2445,3,0,none,none,1,none,active_business,0,0,none,0,0,moderate,0,block,0.2,0,1,0,0,0,1,0,0,31.5,9.0,1.03,41.72,Standard,0.1929,53190.0,11344.32,10261.41
POL007456,38,asphalt,brick_veneer,0,0,350000.0,8.1,50,4199,5,0,standard_pets,in_ground,0,none,none,0,0,partial,1,0,moderate,0,poured_concrete,3.5,0,0,0,0,0,0,0,0,57.5,3.0,1.0,60.5,Rated,0.218,48898.0,2125.33,10659.76
POL007457,17,metal,wood_frame,0,3,350000.0,4.5,19,4075,8,3,standard_pets,in_ground,0,gas_fireplace,none,1,0,none,0,0,moderate,0,block,3.4,0,0,0,0,0,0,0,0,45.0,13.0,1.0,58.0,Standard,0.426,43570.0,35429.49,18560.82
POL007458,6,asphalt,wood_frame,0,0,250000.0,0.5,96,2780,5,1,none,none,0,gas_fireplace,none,0,0,none,0,0,moderate,0,poured_concrete,16.6,0,0,0,0,0,0,0,0,44.5,6.0,1.0,50.5,Standard,0.23,56460.0,61737.92,12985.8
POL007459,16,tile,brick_veneer,0,0,250000.0,8.2,92,6646,7,0,none,none,0,none,none,1,1,full,0,0,moderate,0,block,3.8,0,1,0,0,0,0,0,0,41.5,-18.0,1.0,23.5,Preferred,0.044,33152.0,1864.21,1458.69
POL007460,38,asphalt,masonry,0,0,350000.0,15.7,28,3439,4,0,none,none,0,none,none,0,0,none,0,1,sparse,1,concrete_slab,0.2,0,0,0,0,1,0,0,0,54.5,0.0,1.06,57.77,Standard,0.2383,41439.24,10885.5,9873.31
POL007461,35,tile,wood_frame,0,0,350000.0,0.5,85,1858,10,0,dangerous_breed,none,0,wood_burning,none,0,0,none,0,0,sparse,0,concrete_slab,2.2,0,0,0,0,0,0,0,0,56.0,12.0,1.0,68.0,Rated,0.295,60516.0,13868.4,17852.22
POL007462,39,metal,brick_veneer,0,0,750000.0,1.7,75,6871,2,0,standard_pets,none,0,none,none,0,1,full,0,1,sparse,0,block,1.5,1,1,0,0,1,0,0,0,41.5,-9.0,1.06,34.45,Standard,0.0969,44889.56,2570.86,4349.8
POL007463,44,slate,masonry,0,0,150000.0,8.6,62,4356,6,0,none,above_ground,0,none,none,0,0,none,0,0,moderate,0,concrete_slab,9.6,0,0,0,0,0,0,0,0,40.5,3.0,1.0,43.5,Standard,0.184,36872.0,7314.12,6784.45
POL007464,3,tile,masonry,0,0,1500000.0,4.4,33,1027,5,0,none,none,0,none,none,1,1,partial,0,0,moderate,0,poured_concrete,4.5,1,1,0,0,0,0,0,0,30.5,-15.0,1.0,15.5,Preferred,0.014,25294.0,313.74,354.12
POL007465,37,asphalt,wood_frame,0,3,1000000.0,22.7,67,943,8,0,standard_pets,none,0,none,home_office,0,1,none,0,1,sparse,0,block,1.2,0,0,0,0,1,0,1,0,76.0,-1.0,1.0918,81.89,Decline,0.4846,75120.78,22977.34,36401.16
